time,revenue,auctions,impressions,z_score_revenue_modified,z_score_auctions_modified,z_score_impressions_modified
01:24:00,0.0323088458,110.0,34.6,-1.4076748740272393,-1.7392548207358864,-1.6906816483436296
01:25:00,0.0384636554,121.4,38.0,-1.2859181398883108,-1.6945524961936715,-1.6409911203395617
01:26:00,0.0374909186,100.2,34.6,-1.3051611812887711,-1.7776831348160362,-1.6906816483436296
01:27:00,0.03053949666,99.4,32.0,-1.442676797212308,-1.780820140047069,-1.7286802874055636
01:28:00,0.0436961125999999,115.0,32.8,-1.182407724197513,-1.7196485380419324,-1.71698839846343
01:29:00,0.0423196361999999,116.8,34.4,-1.209637692624694,-1.712590276272109,-1.6936046205791626
01:30:00,0.02336347872,86.8,28.2,-1.584635454795601,-1.8302279724358326,-1.784216759880698
01:31:00,0.0227528498,96.8,27.6,-1.5967151433484328,-1.7910154070479247,-1.7929856765872982
01:32:00,0.029714592,104.0,36.6,-1.4589953682006913,-1.7627823599686312,-1.6614519259882956
01:33:00,0.0305204016,103.0,34.2,-1.4430545427958248,-1.766703616507422,-1.6965275928146961
01:34:00,0.0235161946,90.4,26.2,-1.581614372421265,-1.8161114488961858,-1.8134464822360319
01:35:00,0.031663354,117.8,33.6,-1.4204442330471283,-1.7086690197333183,-1.7052965095212964
01:36:00,0.0311942171999999,91.8,35.2,-1.4297248718230864,-1.8106216897418788,-1.6819127316370293
01:37:00,0.0328300053,103.4,37.8,-1.397365102838627,-1.7651351138919056,-1.6439140925750952
01:38:00,0.0463219028,119.4,45.4,-1.1304633652223763,-1.7023950092712532,-1.532841147624826
01:39:00,0.0361761747999999,108.8,38.4,-1.33116993244777,-1.7439603285824352,-1.6351451758684947
01:40:00,0.0238873868,94.8,27.0,-1.574271310174491,-1.7988579201255064,-1.8017545932938983
01:41:00,0.0211645292,106.6,29.2,-1.6281358925819402,-1.752587092967775,-1.769601898703031
01:42:00,0.0288146429999999,120.0,31.6,-1.4767984942521628,-1.7000422553479786,-1.7345262318766304
01:43:00,0.0319311988,113.0,34.0,-1.4151456275298926,-1.727491051119514,-1.6994505650502296
01:44:00,0.035309858,101.0,28.6,-1.3483077338019622,-1.7745461295850036,-1.7783708154096314
01:45:00,0.0423601686,115.4,37.0,-1.2088358656029734,-1.7180800354264163,-1.6556059815172286
01:46:00,0.0289802731999999,114.8,31.2,-1.4735219359932723,-1.7204327893496907,-1.7403721763476971
01:47:00,0.0338419982,125.6,37.4,-1.3773454826580473,-1.6780832187307502,-1.6497600370461618
01:48:00,0.0391650322,110.8,32.4,-1.2720432429997353,-1.7361178155048538,-1.7228343429344966
01:49:00,0.0217242359599999,91.2,23.2,-1.6170635651498995,-1.8129744436651531,-1.857291065769033
01:50:00,0.029322026,115.8,30.8,-1.4667612549137397,-1.7165115328108997,-1.746218120818764
01:51:00,0.0287613873,110.8,32.2,-1.4778520183297024,-1.7361178155048538,-1.72575731517003
01:52:00,0.025284701,105.4,31.8,-1.5466291206325187,-1.7572926008143241,-1.731603259641097
01:53:00,0.034715966,103.0,33.8,-1.360056326374385,-1.766703616507422,-1.7023735372857631
01:54:00,0.0306831205999999,122.0,35.0,-1.4398355749787959,-1.692199742270397,-1.6848357038725625
01:55:00,0.0347572521,109.0,35.6,-1.3592395893787625,-1.7431760772746772,-1.6760667871659625
01:56:00,0.0378782086,133.6,40.0,-1.2974996663712888,-1.6467131664204238,-1.6117613979842278
01:57:00,0.0332992394,120.8,37.2,-1.3880825392378584,-1.696905250116946,-1.6526830092816953
01:58:00,0.0243562537999999,102.0,32.8,-1.5649960086825478,-1.7706248730462126,-1.71698839846343
01:59:00,0.0289806748,104.8,36.2,-1.4735139913926074,-1.7596453547375985,-1.6672978704593622
02:00:00,0.0291642626,104.4,31.2,-1.4698821892072478,-1.7612138573531149,-1.7403721763476971
02:01:00,0.0265454646,110.0,26.8,-1.5216882258796998,-1.7392548207358864,-1.8046775655294318
02:02:00,0.0324968062,111.2,32.2,-1.403956571441332,-1.7345493128893374,-1.72575731517003
02:03:00,0.0251726358,87.8,27.6,-1.5488460361261556,-1.8263067158970419,-1.7929856765872982
02:04:00,0.0349578236,95.6,35.2,-1.35527180931919,-1.7957209148944737,-1.6819127316370293
02:05:00,0.0206936746,74.6,21.6,-1.6374505135168091,-1.8780673022090801,-1.8806748436533
02:06:00,0.02131836002,87.2,23.6,-1.625092754049578,-1.8286594698203165,-1.8514451212979661
02:07:00,0.0265790841,105.8,31.4,-1.5210231524185511,-1.7557240981988076,-1.7374492041121636
02:08:00,0.0307164025999999,100.0,31.0,-1.4391771780682543,-1.7784673861237943,-1.7432951485832304
02:09:00,0.036275552,113.4,38.2,-1.3292040156922162,-1.7259225485039977,-1.6380681481040282
02:10:00,0.027801766,111.2,37.0,-1.496835604027975,-1.7345493128893374,-1.6556059815172286
02:11:00,0.0357713766,105.8,36.4,-1.3391778010936668,-1.7557240981988076,-1.6643748982238287
02:12:00,0.0402844767999999,108.2,38.0,-1.2498979732995246,-1.7463130825057098,-1.6409911203395617
02:13:00,0.0282952862,108.2,32.6,-1.487072603758464,-1.7463130825057098,-1.7199113706989635
02:14:00,0.0371107161999999,118.0,39.4,-1.3126824866652682,-1.70788476842556,-1.6205303146908279
02:15:00,0.0282365419999999,84.0,27.6,-1.488234703385659,-1.841207490744447,-1.7929856765872982
02:16:00,0.019203386,80.2,25.6,-1.6669319572418069,-1.856108265591852,-1.8222153989426322
02:17:00,0.0176204042,87.0,20.6,-1.6982470923467765,-1.8294437211280745,-1.8952897048309671
02:18:00,0.0316197894,108.4,35.4,-1.4213060441777388,-1.7455288311979518,-1.6789897594014958
02:19:00,0.0243479105999999,83.8,26.0,-1.5651610569700314,-1.841991742052205,-1.8163694544715654
02:20:00,0.036390788,120.0,37.0,-1.3269243742529044,-1.7000422553479786,-1.6556059815172286
02:21:00,0.0250636161,99.2,27.6,-1.5510027044053507,-1.781604391354827,-1.7929856765872982
02:22:00,0.034169847,112.8,30.2,-1.3708598556811595,-1.7282753024272721,-1.754987037525364
02:23:00,0.0324987103,111.6,31.6,-1.4039189038264845,-1.7329808102738211,-1.7345262318766304
02:24:00,0.0314541334,119.0,31.4,-1.4245831128218311,-1.7039635118867693,-1.7374492041121636
02:25:00,0.0260771957999999,128.0,32.2,-1.530951693556615,-1.6686722030376522,-1.72575731517003
02:26:00,0.0290496684,122.0,33.2,-1.4721491343201012,-1.692199742270397,-1.7111424539923632
02:27:00,0.0277359189999999,101.4,31.4,-1.4981382138882149,-1.7729776269694872,-1.7374492041121636
02:28:00,0.0275913439999999,117.2,38.4,-1.5009982503446042,-1.7110217736565927,-1.6351451758684947
02:29:00,0.03371170268,110.0,36.0,-1.3799230371266915,-1.7392548207358864,-1.6702208426948957
02:30:00,0.0267719846,121.2,33.4,-1.5172071229358899,-1.6953367475014296,-1.7082194817568297
02:31:00,0.0270024145999999,114.8,32.2,-1.5126486709168994,-1.7204327893496907,-1.72575731517003
02:32:00,0.0275660083999999,123.8,34.2,-1.5014994486129392,-1.6851414805005736,-1.6965275928146961
02:33:00,0.02097958726,99.6,28.2,-1.6317944828687492,-1.7800358887393104,-1.784216759880698
02:34:00,0.0227478396,114.8,32.8,-1.596814256989476,-1.7204327893496907,-1.71698839846343
02:35:00,0.0422279774,123.0,38.8,-1.2114509211188915,-1.6882784857316062,-1.6292992313974282
02:36:00,0.0297250382,120.2,32.8,-1.4587887175845355,-1.6992580040402205,-1.71698839846343
02:37:00,0.0248295256,110.2,30.4,-1.555633569797669,-1.7384705694281284,-1.7520640652898305
02:38:00,0.0272728884,106.6,32.6,-1.5072980575432284,-1.752587092967775,-1.7199113706989635
02:39:00,0.0257260147999999,119.6,30.0,-1.537898886797433,-1.7016107579634947,-1.7579100097608975
02:40:00,0.0271401706,84.4,25.8,-1.509923530456331,-1.8396389881289306,-1.819292426707099
02:41:00,0.0301627346,89.0,30.6,-1.4501300445025336,-1.8216012080504929,-1.7491410930542974
02:42:00,0.022392822,124.2,30.6,-1.6038373472793592,-1.6835729778850572,-1.7491410930542974
02:43:00,0.028497951,113.8,32.8,-1.483063413259229,-1.7243540458884814,-1.71698839846343
02:44:00,0.0343740076,106.8,34.4,-1.3668210747096339,-1.7518028416600169,-1.6936046205791626
02:45:00,0.0201390953999999,96.4,29.4,-1.648421405648613,-1.7925839096634413,-1.7666789264674976
02:46:00,0.0253592355999999,108.8,32.6,-1.545154649435824,-1.7439603285824352,-1.7199113706989635
02:47:00,0.0266704622,114.8,33.6,-1.5192154768362194,-1.7204327893496907,-1.7052965095212964
02:48:00,0.0335834002,136.0,39.6,-1.382461164536307,-1.637302150727326,-1.6176073424552946
02:49:00,0.0240653954999999,111.0,33.2,-1.5707498758217038,-1.7353335641970957,-1.7111424539923632
02:50:00,0.0255168663999999,79.4,27.2,-1.5420363382848656,-1.8592452708228846,-1.798831621058365
02:51:00,0.0359972152,98.0,37.2,-1.334710177858253,-1.786309899201376,-1.6526830092816953
02:52:00,0.0302239506,114.6,32.0,-1.4489190468078124,-1.7212170406574487,-1.7286802874055636
02:53:00,0.040077562,136.2,45.0,-1.2539912388804773,-1.636517899419568,-1.5386870920958928
02:54:00,0.0372562256,133.4,47.6,-1.3098039655603217,-1.647497417728182,-1.5006884530339588
02:55:00,0.0269570765999999,125.2,34.6,-1.513545564106315,-1.6796517213462665,-1.6906816483436296
02:56:00,0.0349405068,111.4,30.6,-1.355614376701573,-1.7337650615815794,-1.7491410930542974
02:57:00,0.028992952,98.0,34.6,-1.4732711192530092,-1.786309899201376,-1.6906816483436296
02:58:00,0.0339921062,120.6,37.2,-1.3743759903364448,-1.697689501424704,-1.6526830092816953
02:59:00,0.0317683774,115.4,29.6,-1.4183666210618338,-1.7180800354264163,-1.7637559542319643
03:00:00,0.0496451572,123.6,41.2,-1.0647215098680165,-1.6859257318083316,-1.5942235645710274
03:01:00,0.0426672866,130.6,40.6,-1.2027603430270548,-1.6584769360367961,-1.6029924812776277
03:02:00,0.0439196363999999,137.4,42.8,-1.177985893197197,-1.631812391573019,-1.5708397866867603
03:03:00,0.045800336,143.0,40.2,-1.1407811937711738,-1.6098533549557905,-1.6088384257486943
03:04:00,0.0533959027999999,129.8,39.4,-0.9905228644961198,-1.6616139412678288,-1.6205303146908279
03:05:00,0.0506993034,131.2,38.2,-1.0438679974186693,-1.6561241821135217,-1.6380681481040282
03:06:00,0.0374590228,119.4,36.8,-1.3057921558750119,-1.7023950092712532,-1.658528953752762
03:07:00,0.0283653096,113.4,33.6,-1.485687374799098,-1.7259225485039977,-1.7052965095212964
03:08:00,0.0265319198,141.0,39.8,-1.5219561741542598,-1.617695868033372,-1.6146843702197613
03:09:00,0.0428408434,152.0,48.4,-1.1993269778169267,-1.5745620461066734,-1.488996564091825
03:10:00,0.0431987752,147.8,51.0,-1.1922462377380674,-1.5910313235695948,-1.450997925029891
03:11:00,0.0360705891999999,123.2,35.2,-1.3332586660826984,-1.6874942344238482,-1.6819127316370293
03:12:00,0.0345818368,131.0,39.4,-1.3627097201275675,-1.6569084334212798,-1.6205303146908279
03:13:00,0.0421301042,124.8,39.6,-1.2133870851867006,-1.6812202239617828,-1.6176073424552946
03:14:00,0.0361131298,113.0,43.2,-1.3324171121011872,-1.727491051119514,-1.5649938422156935
03:15:00,0.0334958688,123.4,37.4,-1.3841927432676147,-1.6867099831160899,-1.6497600370461618
03:16:00,0.0369694208,150.4,42.6,-1.3154776448538887,-1.5808360565687387,-1.5737627589222938
03:17:00,0.0370152414,133.2,45.4,-1.314571204691664,-1.6482816690359403,-1.532841147624826
03:18:00,0.0459192838,145.4,53.4,-1.1384281241228436,-1.6004423392626927,-1.4159222582034903
03:19:00,0.03743987408,138.4,47.2,-1.3061709629806193,-1.6278911350342282,-1.5065343975050256
03:20:00,0.0383059442,141.0,46.0,-1.2890380415419915,-1.617695868033372,-1.524072230918226
03:21:00,0.0255320875999999,133.0,32.8,-1.541735226841601,-1.6490659203436984,-1.71698839846343
03:22:00,0.0332426728,149.6,45.0,-1.3892015607714154,-1.5839730617997712,-1.5386870920958928
03:23:00,0.0293067004,142.4,42.0,-1.467064431636659,-1.6122061088790651,-1.5825316756288939
03:24:00,0.0382629035999999,164.4,44.0,-1.2898894867095874,-1.5259384650256678,-1.55330195327356
03:25:00,0.0526068264,168.4,54.2,-1.0061326675109996,-1.5102534388705047,-1.4042303692613567
03:26:00,0.041345831,143.0,50.2,-1.2289018695115783,-1.6098533549557905,-1.4626898139720246
03:27:00,0.0266438924,148.4,37.6,-1.5197410905082853,-1.5886785696463204,-1.6468370648106285
03:28:00,0.0537430418,151.8,46.0,-0.9836556316036082,-1.5753462974144314,-1.524072230918226
03:29:00,0.046769142,164.6,45.6,-1.1216159129192365,-1.5251542137179095,-1.5299181753892928
03:30:00,0.0500916548,170.0,49.8,-1.0558887281720775,-1.5039794284084393,-1.4685357584430916
03:31:00,0.0451177262,177.8,48.6,-1.154284834881246,-1.473393627405871,-1.486073591856292
03:32:00,0.049579414,180.2,57.4,-1.066022066318023,-1.4639826117127732,-1.3574628134928224
03:33:00,0.0415708303999999,181.8,56.0,-1.224450847642891,-1.457708601250708,-1.3779236191415563
03:34:00,0.0357720506,164.6,42.0,-1.339164467774825,-1.5251542137179095,-1.5825316756288939
03:35:00,0.041205873,160.0,49.0,-1.2316705707556617,-1.5431919937963472,-1.480227647385225
03:36:00,0.039946515,154.6,44.2,-1.256583659406159,-1.5643667791058173,-1.5503789810380264
03:37:00,0.03870565588,146.8,45.0,-1.2811307963277798,-1.5949525801083855,-1.5386870920958928
03:38:00,0.0475873556,157.8,50.4,-1.1054297069699808,-1.551818758181687,-1.459766841736491
03:39:00,0.038618001,156.8,45.4,-1.282864817786403,-1.5557400147204776,-1.532841147624826
03:40:00,0.0471489239999999,163.4,38.4,-1.1141029240520035,-1.5298597215644585,-1.6351451758684947
03:41:00,0.0379780066,151.0,39.4,-1.2955254251935278,-1.578483302645464,-1.6205303146908279
03:42:00,0.0566456808,177.0,51.6,-0.9262345466322249,-1.4765306326369039,-1.442229008323291
03:43:00,0.0407203566,173.2,40.4,-1.2412752368748035,-1.4914314074843087,-1.6059154535131608
03:44:00,0.050598273,195.4,48.0,-1.0458666183918914,-1.4043795123231535,-1.494842508562892
03:45:00,0.0656011626,197.8,58.2,-0.7490738727084344,-1.3949684966300553,-1.3457709245506888
03:46:00,0.0512517708,190.4,50.4,-1.0329388817004146,-1.4239857950171073,-1.459766841736491
03:47:00,0.0426013826,153.8,46.8,-1.2040640804825062,-1.56750378433685,-1.5123803419760924
03:48:00,0.0505119683999999,171.4,53.8,-1.0475739281090237,-1.4984896692541323,-1.4100763137324237
03:49:00,0.0448013694,199.4,56.8,-1.160543122837163,-1.3886944861679902,-1.3662317301994227
03:50:00,0.0520242335999999,187.2,53.4,-1.017657735103808,-1.4365338159412377,-1.4159222582034903
03:51:00,0.0420826036,175.6,57.0,-1.2143267597341698,-1.4820203917912107,-1.3633087579638892
03:52:00,0.0396996454,191.6,52.0,-1.2614673257106674,-1.419280287170558,-1.4363830638522241
03:53:00,0.0437209956,161.6,42.6,-1.18191547943082,-1.5369179833342819,-1.5737627589222938
03:54:00,0.0477866946,181.6,56.6,-1.1014863086841071,-1.4584928525584662,-1.3691547024349562
03:55:00,0.0330529134,171.8,45.8,-1.3929554518448555,-1.4969211666386157,-1.5269952031537595
03:56:00,0.0329012888,174.4,47.2,-1.3959549461120901,-1.48672589963776,-1.5065343975050256
03:57:00,0.0454493023999999,171.8,44.8,-1.1477254710903362,-1.4969211666386157,-1.5416100643314263
03:58:00,0.0433777396,169.6,49.2,-1.188705897372196,-1.5055479310239555,-1.4773046751496917
03:59:00,0.057563644,173.6,55.2,-0.9080750569720216,-1.4898629048687924,-1.3896155080836898
04:00:00,0.0564636854,209.4,56.4,-0.9298348473681418,-1.3494819207800823,-1.3720776746704892
04:01:00,0.0582800244,188.8,49.6,-0.8939033532843658,-1.4302598054791724,-1.4714587306786249
04:02:00,0.050331993,196.0,46.4,-1.0511342684531564,-1.402026758399879,-1.518226286447159
04:03:00,0.052044909,187.8,49.0,-1.017248726646255,-1.4341810620179631,-1.480227647385225
04:04:00,0.0552794336,190.6,47.8,-0.9532621572180108,-1.423201543709349,-1.4977654807984255
04:05:00,0.0518960821999999,184.4,48.0,-1.0201928737926362,-1.447513334249852,-1.494842508562892
04:06:00,0.050888318,202.2,47.4,-1.040128840256021,-1.377714967859376,-1.503611425269492
04:07:00,0.0588358514,203.4,50.6,-0.8829077767085707,-1.373009460012827,-1.456843869500958
04:08:00,0.0623033656,220.4,58.0,-0.8143121203015292,-1.3063480988533838,-1.3486938967862223
04:09:00,0.0511769413999999,195.6,47.0,-1.0344191847404285,-1.403595261015395,-1.5094573697405589
04:10:00,0.0714091282,226.6,64.0,-0.634178535662225,-1.2820363083128807,-1.2610047297202205
04:11:00,0.060713954,208.8,57.4,-0.8457544521030734,-1.3518346747033567,-1.3574628134928224
04:12:00,0.0438975524,193.0,43.2,-1.1784227671041838,-1.4137905280162513,-1.5649938422156935
04:13:00,0.0405424024,204.2,50.4,-1.2447955930883097,-1.3698724547817944,-1.459766841736491
04:14:00,0.0503393692,214.6,54.4,-1.0509883497195607,-1.3290913867783702,-1.4013073970258232
04:15:00,0.0486910158,207.6,43.4,-1.0835966901450385,-1.3565401825499057,-1.56207086998016
04:16:00,0.0524307139999999,236.2,50.4,-1.0096165885514459,-1.2443922455404892,-1.459766841736491
04:17:00,0.0439837609999999,211.0,47.6,-1.1767173564947837,-1.343207910318017,-1.5006884530339588
04:18:00,0.0488423904,226.4,51.8,-1.080602141470846,-1.282820559620639,-1.4393060360877576
04:19:00,0.0604018848,226.0,56.4,-0.851927921160077,-1.2843890622361553,-1.3720776746704892
04:20:00,0.0418979637999999,216.6,49.8,-1.2179793729750532,-1.3212488737007886,-1.4685357584430916
04:21:00,0.0572930782,204.4,52.8,-0.9134274903239301,-1.3690882034740364,-1.4246911749100906
04:22:00,0.0540146308,231.6,60.0,-0.9782829569284962,-1.2624300256189267,-1.3194641744308884
04:23:00,0.0565361578,247.6,59.4,-0.928401171379333,-1.199689920998274,-1.3282330911374884
04:24:00,0.0696858926,257.6,60.4,-0.6682682236369658,-1.1604773556103662,-1.3136182299598216
04:25:00,0.0612291368,242.2,61.2,-0.8355629142182055,-1.2208647063077447,-1.301926341017688
04:26:00,0.0523932966,241.2,61.4,-1.0103567934838549,-1.2247859628465354,-1.2990033687821545
04:27:00,0.0681793968,257.4,64.6,-0.6980702842241873,-1.1612616069181247,-1.2522358130136204
04:28:00,0.0670273628,251.6,64.2,-0.7208602495639771,-1.184004894843111,-1.258081757484687
04:29:00,0.0785520268,281.0,68.0,-0.4928750571888169,-1.068719952602662,-1.2025452850095526
04:30:00,0.0647289608,277.4,66.2,-0.7663280933228455,-1.082836476142309,-1.228852035129353
04:31:00,0.0584065838,269.6,58.2,-0.8913997081320312,-1.113422277144877,-1.3457709245506888
04:32:00,0.0644764257999999,293.4,70.8,-0.7713238346786441,-1.0200963715216564,-1.161623673712085
04:33:00,0.0679153882,309.8,81.4,-0.7032930006053066,-0.9557877642854874,-1.006706145228815
04:34:00,0.063723173,299.2,70.6,-0.7862249619058767,-0.9973530835966697,-1.1645466459476186
